Geographic Area,Job No,Job Description,Phase No,Phase Description,Cost Code,Cost Code Description,Source,Date,Class,Category,Dollars,Hours/Units,Comment,Quantity, % ,Type
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/04/2020,"OTH"," ",34.54,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/21/2020,"OTH"," ",31.10,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","      2200","Plumbing Misc","A/P",05/04/2020,"MAT"," ",39.20,"0","11200 Marshall's Tile & Stone",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","      2200","Plumbing Misc","A/P",05/04/2020,"OTH"," ",139.00,"0","MISC Servi-Tech Laboratories",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","      2200","Plumbing Misc","AP2",05/07/2020,"OTH"," ",-2.78,"0","Discount on CO Lab Analysis fo",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","      2210","Plumbing Rough-In","A/P",05/05/2020,"MAT"," ",6.30,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","      2220","Plumbing Trim-Out","A/P",05/06/2020,"MAT"," ",29.77,"0","10315 Earth Elements",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","      2220","Plumbing Trim-Out","A/P",05/17/2020,"MAT"," ",82.59,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","      2220","Plumbing Trim-Out","A/P",05/19/2020,"MAT"," ",29.24,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","      2241","Plumbing Trim & Fixtures","A/P",05/08/2020,"MAT"," ",81.02,"0","10315 Earth Elements",0,0,""
WY - Wyoming,="    170925","Circle M Ranch Build","         1","NO PHASE","      2370","Radiant","A/P",05/21/2020,"MAT"," ",53.75,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="    180399","Janney Build","         1","NO PHASE","      2309","Controls","A/P",05/05/2020,"MAT"," ",92.06,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    180399","Janney Build","         1","NO PHASE","      2309","Controls","A/P",05/19/2020,"MAT"," ",-6.88,"0","11103 Wilson Gas",0,0,""
WY - Wyoming,="    180399","Janney Build","         1","NO PHASE","      2309","Controls","A/P",05/19/2020,"MAT"," ",6.88,"0","11103 Wilson Gas",0,0,""
WY - Wyoming,="    180399","Janney Build","         1","NO PHASE","      2309","Controls","A/P",05/19/2020,"MAT"," ",6.88,"0","11104 Wilson Hardware & Lumber",0,0,""
WY - Wyoming,="    180399","Janney Build","         1","NO PHASE","      2309","Controls","A/P",05/20/2020,"MAT"," ",9.90,"0","11104 Wilson Hardware & Lumber",0,0,""
WY - Wyoming,="    180399","Janney Build","         1","NO PHASE","      2309","Controls","A/P",05/27/2020,"MAT"," ",-4.74,"0","11103 Wilson Gas",0,0,""
WY - Wyoming,="    180399","Janney Build","         1","NO PHASE","      2309","Controls","A/P",05/27/2020,"MAT"," ",4.74,"0","11103 Wilson Gas",0,0,""
WY - Wyoming,="    180399","Janney Build","         1","NO PHASE","      2309","Controls","A/P",05/27/2020,"MAT"," ",4.74,"0","11104 Wilson Hardware & Lumber",0,0,""
WY - Wyoming,="    180399","Janney Build","         1","NO PHASE","      2330","HVAC Forced Air","A/P",05/25/2020,"SUB"," ",1365.60,"0","11141 E1 HVAC LLC",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/04/2020,"OTH"," ",55.24,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/12/2020,"OTH"," ",63.01,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2210","Plumbing Rough-In","A/P",05/26/2020,"MAT"," ",337.20,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2210","Plumbing Rough-In","A/P",05/29/2020,"MAT"," ",95.93,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2241","Plumbing Fixtures (Hard Cost)","A/P",05/07/2020,"MAT"," ",-757.20,"0","10315 Earth Elements",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2241","Plumbing Fixtures (Hard Cost)","A/P",05/17/2020,"MAT"," ",63.61,"0","10315 Earth Elements",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2241","Plumbing Fixtures (Hard Cost)","A/P",05/21/2020,"MAT"," ",63.61,"0","10315 Earth Elements",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2241","Plumbing Fixtures (Hard Cost)","A/P",05/25/2020,"MAT"," ",4562.65,"0","10315 Earth Elements",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2330","HVAC Forced Air","A/P",05/25/2020,"SUB"," ",2631.75,"0","11141 E1 HVAC LLC",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/05/2020,"MAT"," ",-97.16,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/05/2020,"MAT"," ",8.98,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/05/2020,"MAT"," ",97.16,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/05/2020,"MAT"," ",97.16,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/06/2020,"MAT"," ",-19.08,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/06/2020,"MAT"," ",-18.72,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/06/2020,"MAT"," ",1.45,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/06/2020,"MAT"," ",18.72,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/06/2020,"MAT"," ",37.61,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/06/2020,"MAT"," ",262.27,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/06/2020,"MAT"," ",623.77,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/07/2020,"MAT"," ",112.37,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/18/2020,"MAT"," ",3855.69,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="    180400","Bodman Build","         1","NO PHASE","      2370","Radiant","A/P",05/21/2020,"MAT"," ",218.83,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="    190263","Teton Outlook Build","         1","NO PHASE","      2600","Electrical Install","A/P",05/07/2020,"MAT"," ",44.72,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190263","Teton Outlook Build","         1","NO PHASE","      2699","Electrical Add Scope","A/P",05/21/2020,"MAT"," ",7.56,"0","10819 Platt",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","         1","General Costs","A/P",05/23/2020,"OTH"," ",9.85,"0","11438 PostalAnnex",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/04/2020,"OTH"," ",65.41,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/12/2020,"OTH"," ",28.27,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/21/2020,"OTH"," ",40.83,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/04/2020,"MAT"," ",7.43,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",2.86,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",20.89,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",66.11,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/18/2020,"MAT"," ",1.74,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/18/2020,"MAT"," ",6.91,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/18/2020,"MAT"," ",13.64,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/18/2020,"MAT"," ",187.07,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/21/2020,"MAT"," ",8.22,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/21/2020,"MAT"," ",28.66,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","G/J",05/25/2020,"MAT"," ",362.21,"0","Electrical materails frm200037",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/26/2020,"MAT"," ",9.28,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/27/2020,"MAT"," ",6.64,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="    190565","Hopple Dexter Addition T&M","         1","NO PHASE","      2600","Electrical Install","A/P",05/15/2020,"SUB"," ",276.10,"5.02","11141 E1 HVAC LLC",0,0,""
WY - Wyoming,="    200037","Hopple Dexter Main House T&M","         1","NO PHASE","      2600","Electrical Install","G/J",05/25/2020,"MAT"," ",-362.21,"0","moving to 190565",0,0,""
WY - Wyoming,="    200118","GRTE Moose Admin Design","         1","NO PHASE","         5","Engineering Misc","A/P",05/13/2020,"OTH"," ",67.50,"0","10745 NFPA",0,0,""
WY - Wyoming,="    200195","Pirate Ship Remodel","         1","NO PHASE","         5","Engineering Misc","A/P",05/14/2020,"OTH"," ",5.34,"0","10965 Stinky Prints",0,0,""
WY - Wyoming,="    200209","153 E. Kelly Plumbing","         1","NO PHASE","      2200","Plumbing Misc","A/P",05/20/2020,"REQ"," ",111.83,"0","10999 Teton Rental",0,0,""
WY - Wyoming,="    200209","153 E. Kelly Plumbing","         1","NO PHASE","      2210","Plumbing Rough-In","A/P",05/18/2020,"MAT"," ",114.62,"0","10548 Jackson Lumber",0,0,""
WY - Wyoming,="    200209","153 E. Kelly Plumbing","         1","NO PHASE","      2210","Plumbing Rough-In","A/P",05/19/2020,"MAT"," ",648.39,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="190253.01","Peak Mountain Mechanical","         1","NO PHASE","      2330","HVAC Forced Air","A/P",05/10/2020,"SUB"," ",3303.48,"0","11141 E1 HVAC LLC",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/04/2020,"OTH"," ",73.23,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/12/2020,"OTH"," ",58.01,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","       195","Fuel/Parking/Mileage","A/P",05/21/2020,"OTH"," ",106.53,"0","11427 WEX Enterprise Fleet Mngt",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/06/2020,"MAT"," ",255.70,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/06/2020,"MAT"," ",1114.56,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/07/2020,"MAT"," ",-1087.16,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/07/2020,"MAT"," ",-1076.76,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/07/2020,"MAT"," ",9.41,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/07/2020,"MAT"," ",13.89,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/07/2020,"MAT"," ",111.48,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/07/2020,"MAT"," ",673.10,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/07/2020,"MAT"," ",1076.76,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/08/2020,"MAT"," ",23.33,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/08/2020,"MAT"," ",62.85,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/11/2020,"MAT"," ",7.83,"0","10123 Bison Lumber",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/11/2020,"MAT"," ",106.81,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",-1.36,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",1.36,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",3.60,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",18.13,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",24.09,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",30.11,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",37.89,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",45.47,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",74.30,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",103.78,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",210.21,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",277.97,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",530.00,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/17/2020,"MAT"," ",2529.10,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/18/2020,"MAT"," ",-246.37,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/18/2020,"MAT"," ",-5.05,"0","10011 Ace Hardware",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/18/2020,"MAT"," ",5.05,"0","10011 Ace Hardware",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/18/2020,"MAT"," ",5.05,"0","10541 Jackson Ace Hardware",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2600","Electrical Install","A/P",05/19/2020,"MAT"," ",1.52,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2699","Electrical Add Scope","A/P",05/17/2020,"MAT"," ",44.49,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.02","Peak Mountain Electrical","         1","NO PHASE","      2699","Electrical Add Scope","A/P",05/28/2020,"MAT"," ",1004.88,"0","10327 Electrical Wholesale ID",0,0,""
WY - Wyoming,="190253.03","Peak Mountain Plumbing","         1","NO PHASE","      2210","Plumbing Rough-In","A/P",05/08/2020,"MAT"," ",65.62,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="190253.03","Peak Mountain Plumbing","         1","NO PHASE","      2210","Plumbing Rough-In","A/P",05/17/2020,"MAT"," ",122.21,"0","10363 Ferguson Enterprises Wyoming",0,0,""
WY - Wyoming,="190253.03","Peak Mountain Plumbing","         1","NO PHASE","      2220","Plumbing Trim-Out","A/P",05/17/2020,"MAT"," ",12.36,"0","10921 Silver Creek Supply",0,0,""
WY - Wyoming,="190253.03","Peak Mountain Plumbing","         1","NO PHASE","      2220","Plumbing Trim-Out","A/P",05/17/2020,"MAT"," ",21.73,"0","10363 Ferguson Enterprises Wyoming",0,0,""
